Summarised statement of comprehensive income,Column,Column
,"2,042,915","828,207"
,"40,895","(37,693)"
,"102,369","(14,278)"
,"(33,669)","(30,338)"
,140,"23,249"
,"68,840","(21,367)"
,"22,276","(12,189)"
Summarised cash flows,,
,"(87,693)","(811,648)"
,"(187,100)","507,353"
,"188,316","250,000"
,"(86,477)","(54,295)"
,"226,035","280,330"
,"139,558","226,035"
