Designated as fair value through profit or loss,Held-to-maturity,Available for sale,Total
KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000
"5,733,553","9,463,228",-,"15,196,781"
"4,200,973",-,"104,793","4,305,766"
"9,934,526","9,463,228","104,793","19,502,547"
Designated as fair value through profit or loss,Held-to-maturity,Available for sale,Total
KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000
"6,302,671","8,836,392",-,"15,139,063"
"4,263,876",-,"104,653","4,368,529"
"10,566,547","8,836,392","104,653","19,507,592"
