Group:,Column,Column,Column,Column,Column,Column,Column
,Government,Services,Financial Services,Manufacturing,"Non-Governmental
Organizations",Others,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"18,681,638",-,"53,695",-,-,-,"18,750,079"
,,,,-,-,-,"751,534"
,-,-,"751,534",-,-,-,"938,571"
,-,-,"938,571",-,-,"379,766","379,766"
,-,-,-,-,-,"296,429","296,429"
,-,-,-,-,-,-,"1,180,546"
,"18,681,638",-,"2,939,092",-,-,"676,195","22,296,925"
,-,-,-,-,-,"82,624","82,624"
,-,-,"113,415",-,-,-,"113,415"
,-,-,"113,415",-,-,-,"196,039"
