Column,Government,Financial Services,Others,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.'000
Group,,,,
,,,,"25,259,492"
,,,,"1,525,471"
,,,,"836,074"
,,,,"250,636"
Receivables and other financial assets,-,-,"333,294","333,294"
,,,,"1,706,910"
,,,,"29,911,877"
Company,,,,
,,,,"39,347"
,,,,"190,854"
,,,,"230,201"
