Group,Column,Company,Column
2024,2023,2024,2023
KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000
,"5,654
-
77,662
-
-
(89,359)",,"4,123
-
-
150,000
-
-"
"40,258",,"4,970",
"32,500",,"32,500",
"140,631",,-,
"30,197",,"900,000",
"69,313",,-,
"42,351",,"60,961",
"282,492","(11,697)","960,961","150,000"
"355,250","( 6,043)","998,431","154,123"
