2017,Column,Column,2016,Column,Column
Gross,Reinsurance,Net,Gross,Reinsurance,Net
KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000
"1,414,942","327,341","1,087,601","1,512,908","166,371","1,346,537"
"(1,189,921)","(453,284)","(736,637)","(508,032)","(114,443)","(393,589)"
"54,672",603,"54,069","32,693",748,"31,945"
"982,608","363,648","618,960","225,373","167,404","57,969"
"175,790","79,004","96,786","152,000","107,261","44,739"
"1,438,091","317,312","1,120,779","1,414,942","327,341","1,087,601"
"1,199,136","279,714","919,422","1,230,659","290,346","940,313"
"238,955","37,598","201,357","184,283","36,995","147,288"
"1,438,091","317,312","1,120,779","1,414,942","327,341","1,087,601"
