Column,Government,Financial Services,Others,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.'000
Group,,,,
,,,,"22,012,625"
,,,,"1,360,653"
,,,,"1,004,619"
,,,,"99,436"
,,,,"197,281"
,,,,"3,602"
,,,,"191,197"
,,,,"1,786,375"
,"22,012,625","4,151,647","491,516","26,655,788"
,,,,"26,208"
,,,,"5,220"
,,,,"31,428"
