Column,Share,Share,Retained,Column
Note,capital,premium,earnings,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"720,000",-,"(401,141)","318,859"
,-,-,"270,099","270,099"
,"720,000",-,"(131,042)","588,958"
,"720,000",-,"(131,042)","588,958"
,-,-,"(70,640)","(70,640)"
,"720,000",-,"(201,682)","518,318"
