2. Embedded Value Results,Column,Column
,2020,2019
,KShs.‘000,KShs.‘000
a) Group embedded value,,
,,"580,089"
,,"822,169"
,,"2,112,758"
,,"(633,827)"
,,"(656,761)"
,,"1,402,258"
b) Embedded Value Earnings,,
,,"1,402,258"
,,"(2,145,301)"
,,"(743,043)"
,,-
,,"(743,043)"
