Group:,Column,Column,Column,Column,Column,Column,Column
,Government,Services,Financial Services,Manufacturing,"Non-Governmental
Organizations",Others,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"15,140,634","1,269,520",-,-,-,-,"16,410,154"
,-,-,"819,376",-,-,-,"819,376"
,-,-,"843,841",-,-,-,"843,841"
,-,-,-,-,-,"504,851","504,851"
,-,-,-,-,-,"477,436","477,436"
,-,-,"2,629,581",-,-,-,"2,629,581"
,"15,140,634","1,269,520","4,292,798",-,-,"982,287","21,685,239"
,-,-,-,-,-,"182,229","182,229"
,-,-,"356,969",-,-,-,"356,969"
,-,-,"356,969",-,-,"182,229","539,198"
