Column,2023,Column,Column,Column,Column,Column
,CSM,,Profit or loss,,Equity,
Life risk and life,Gross,Net,Gross,Net,Gross,Net
savings,KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000
