2019,Column,Column,2018,Column,Column
Gross,Reinsurance,Net,Gross,Reinsurance,Net
KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000
"1,222,051","422,850","799,201","1,438,091","317,312","1,120,779"
"(1,623,552)","(487,501)","(1,136,051)","(1,681,269)","(396,921)","(1,284,348)"
505,"10,597","(10,092)","(7,233)","1,272","(8,505)"
"(39,407)",987,"(40,394)","(8,942)","3,111","(12,053)"
"1,388,078","311,080","1,076,998","451,088","116,859","334,229"
-,-,-,"1,030,316","381,217","649,099"
"947,675","258,013","689,662","1,222,051","422,850","799,201"
"763,698","204,449","559,249","999,170","380,870","618,300"
"5,127","2,258","2,869","44,537","1,271","43,266"
"178,850","51,306","127,544","178,344","40,709","137,635"
"947,675","258,013","689,662","1,222,051","422,850","799,201"
