Note,2019,2018
,KShs.‘000,KShs.‘000
33(b),"35,827","(768,793)"
,"10,587",-
,-,"368,500"
12,"(18,618)","(16,338)"
14,"(2,735)",
,-,"(881,138)"
,"(10,766)","(528,976)"
23,"(302,200)","(118,263)"
23,-,"1,746,639"
,"(268,615)","1,628,376"
,"(243,554)","330,607"
,"356,969","26,362"
21,"113,415","356,969"
