Group,Column
2021,2020
KShs.'000,"Kshs. ‘000
Restated"
"1,628,847","2,696,839"
"(1,039,386)","(2,301,521)"
"589,461","395,318"
"477,764","471,770"
"(20,686)","(20,686)"
"(210,465)","158,217"
"836,074","1,004,619"
