For the year ended 31 December 2018:,At start of year,Column,"(Charge)/credit to
Income statement","Transfer to current
tax",At end of year
,KShs.‘000,,KShs.‘000,KShs.‘000,KShs.‘000
,"6,261",-,202,-,"6,463"
,"(9,435)",-,-,-,"(9,435)"
,"26,667",-,"(26,667)",-,-
,"146,740
25,844","23,002
-","4,403
42,782","-
-","174,145
68,626"
,"(747,449)","131,263","255,789",-,"(360,397)"
,"(551,372)","154,265","276,509",-,"(120,598)"
,"3,234",-,14,-,"3,248"
,"192,842",-,"43,708",-,"236,551"
,"(747,449)","131,263","255,789",-,"(360,397)"
