2021,2020
KShs.'000,Kshs. ‘000
"3,000,000","2,976,861"
"(10,497)","(5,220)"
"2,989,503","2,971,641"
"(1,292,582)","(1,239,072)"
"1,696,921","1,732,569"
176%,172%
