Sum assured,Number of lives,Column,Before Reinsurance,Column,After reinsurance,Column
,2024,2023,2024,2023,2024,2023
,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"1,643","1,768
1,239
608
346
197
571","109,006,183","121,423,658
263,217,998
220,207,434
177,657,492
131,796,132
765,965,832","109,006,183",
,"1,245",,"255,966,333",,"255,966,333",
,624,,"217,988,147",,"217,988,147",
,386,,"190,765,740",,"190,765,740",
,211,,"134,366,906",,"134,366,906",
,677,,"887,671,852",,"887,671,852",
,"4,786","4,729","1,795,765,161","1,680,268,546","1,795,765,161",
