"Total
KShs.’000
5,246,527
(255,757)"
"4,990,770
49,013
948,776
1,044,399
648,386
293,651"
"2,984,225"
"7,974,995"
"(2,710,948)
121,405
(1,556,685)
(863,878)
(43,588)"
"(5,053,694)
(19,848)
(778,294)
(40,281)
(932,890)"
"(6,825,007)"
"1,149,988
2,610"
"1,152,598
(281,408)"
"871,190"
