Year ended 31 December 2018,Motor vehicles,"Computer
equipment","Furniture and
equipment","Work in
progress",Total
,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"24,284","204,306","350,627",-,"579,217"
,"1,194","49,369","16,325","57,690","124,578"
,"(12,385)","(6,845)","(9,211)",-,"(28,441)"
,"13,093","246,830","357,741","57,690","675,354"
,"(15,159)
12,120","(189,225)
(10,883)","(217,472)
23,367","-
-","(421,856)
24,604"
,"(2,608)
(5,647)","(14,648)
(214,756)","(28,332)
(222,437)","-
-","(45,588)
(442,840)"
,"9,125","15,081","133,155",-,"157,361"
,"7,446","32,074","133,304",-,"232,514"
