"2011
KShs. ‘000",Column,"2011
KShs. ‘000"
"3,648,492
(348,437)","3,830,693
(287,744)","-
-"
"3,300,055","3,542,949",-
"84,589
697,015
(895,668)
664,793","69,639
420,398
689,884
128,684","-
20,322
-
637,127"
"550,729","1,308,605","657,449"
"3,850,784","4,851,554","657,449"
"(1,408,415)
154,142
(290,695)
(368,150)
36,643","(1,067,855)
110,874
(653,660)
(1,410,965)
22,707","-
-
-
-
-"
"(1,876,475)
(690,346)
(733,046)
-","(2,998,899)
(890,043)
(603,311)
-","-
-
(105,918)
(82,124)"
"(3,299,867)","(4,492,253)","(188,042)"
"550,917
1,518","359,301
305,899","469,407
1,518"
"552,435
(109,030)","665,200
(75,942)","470,925
(101,640)"
"443,405","589,258","369,285"
"443,405","589,258","369,285"
"443,405","589,258","369,285"
