1,Freda Britz (ChairPerson),Independent & Non-Executive,4/4
2.,Julius Magabe,Non-Executive,4/4
3.,Cornie Foord,Non-Executive Director,4/4
4,Nelius Bezuidenhout,Non-Executive Director,4/4
