As at 31 December 2021,Level 1,Level 2,Level 3,Total fair value
,KShs.’000,KShs.’000,KShs.'000,KShs.'000
,"227,155","444,500",-,"671,655"
Government securities,"25,259,492",-,-,"25,259,492"
,-,"1,048,650",-,"1,048,650"
,"25,486,647","1,493,150",-,"26,979,797"
As at 31 December 2020,Level 1,Level 2,Level 3,Total fair value
,KShs.’000,KShs.’000,KShs.'000,KShs.'000
,"80,691","435,651",-,"516,342"
Government securities,"22,012,625",-,-,"22,012,625"
,-,"1,247,857",-,"1,247,857"
,"22,093,316","1,683,508",-,"23,776,824"
