"Total
2004
Shs’000"
"1,065,885
(151,279)"
"914,606
27,733
149,671
713
37,589"
"1,130,312"
"217,688
64,961
189,234
16,943
292,962
-
781,788
348,524
1,510,635
4,554
10,497"
"1,874,210"
