Column,Column,Group,Column,Company
EQUITY AND LIABILITIES,2020,2019,2020,2019
CAPITAL AND RESERVES,KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000
,,,"720,000","720,000"
,,,-,-
,,,"(1,959,072)","(1,399,394)"
,,,"(1,239,072)","(679,394)"
,,,-,-
,,,"(1,239,072)","(679,394)"
,,,"2,976,861","2,763,210"
,,,-,-
,,,-,-
,,,-,-
,,,-,-
,,,-,-
,,,"42,682","40,900"
,,,-,-
,,,-,-
,,,-,-
,,,-,-
,,,"662,074","501,970"
,,,"3,681,617","3,306,080"
,,,"2,442,545","2,626,686"
