Column,2019,2018
,KShs. ‘000,KShs. ‘000
Insurance contract liabilities,,
Long term policy liabilities (insurance and investment contracts) (Note 24(b)),"947,675","1,222,051"
,"13,585,017","13,594,596"
,"14,532,693","14,816,647"
,"5,073,450","5,340,462"
,"1,131,718","1,107,372"
,"6,205,168","6,447,834"
,"20,737,861","21,264,481"
