Group:,Column,Column,Column,Column
31 December 2018,ECL Stage 1,ECL Stage 2,ECL Stage3,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"16,410,154",-,-,"16,410,154"
,"819,376",-,-,"819,376"
,"843,841",-,"1,396,989","2,240,830"
,"504,851",-,"131,333","636,184"
,"477,436",-,-,"477,436"
,"2,629,581",-,-,"2,629,581"
,"21,685,239",-,"1,528,322","23,213,561"
,-,-,-,-
,"182,229",-,-,"182,229"
,"356,969",-,-,"356,969"
,"539,198",-,-,"539,198"
