"33. Contingent liabilities – Group
Companies in the Group are defendants to legal proceedings filed against them by third parties. Unverified claims have also been placed against the former Pan Africa Insurance
Holdings Limited Group (See Note 28). The directors are of the opinion that the outcome of these proceedings and claims will not have a material impact on the financial position
of the Group.
The Group operates in the insurance industry and is subject to legal proceeding in the normal course of business. While it is not practicable to forecast or determine the final results
of all pending or threatened legal proceedings (including litigations), the directors are of the opinion that the results of the Group, having sought the advice of the Group’s legal
counsel, will not have a material effect on its results and financial position. The quantum has not been disclosed as these amounts are unverifiable
The Group is also subject to insurance solvency regulations and these are detailed in Note 37. There are no contingencies associated with the Group’s compliance or lack of
compliance with such regulations.
34. Capital commitments – Group
The Group is in the process of constructing a new head office in Westlands Nairobi. The construction is at an advanced stage with completion expected in the second quarter of
2018.
Capital commitments:
Capital commitments relating to completion of the head office building are as follows:",Column,Column,Column,Column
,,,Payable,
,,,2017,2016
,,,KShs.‘000,KShs.‘000
Not later than 1 year,,,"784,350","1,037,965"
Later than 1 year but not later than 5 years,,,-,"190,646"
,,,"784,350","1,228,611"
"The Group has entered commercial property leases in respect of its investment property portfolio, including the Group’s unutilized office space. Leases include a clause to enable
upward revision of the rental charge on an annual basis according to prevailing market conditions.
Operating lease commitments:
The future minimum lease commitments under non-cancellable operating leases are as follows:",,,,
,Receivable,,Payable,
,2017,2016,2017,2016
,KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000
Not later than 1 year,"19,980","19,029","12,510","11,914"
Later than 1 year but not later than 5 years,"101,991","97,134","63,859","60,818"
More than 5 years,"32,174","30,642","20,146","19,817"
,"154,145","146,805","96,515","92,549"
