For the year ended 31 December 2019,"Salary and
terminal benefits",Fees,Bonuses,"Expense
allowances",Total
,,KShs ‘000,KShs’ 000,KShs ‘000,KShs ‘000
,"54,052",-,-,-,"54,052"
,-,"3,842",-,-,"3,842"
,-,"2,738",-,-,"2,738"
,-,886,-,-,886
,-,886,-,-,886
,-,"3,435",-,-,"3,435"
,-,"2,738",-,-,"2,738"
,-,"2,754",-,-,"2,754"
,-,"2,311",-,-,"2,311"
,,"2,613",-,-,"2,612"
,"54,052","22,204",,,"76,256"
,"20,830",,,,"20,830"
,"18,883",-,-,-,"18,883"
,-,"4,000",-,-,"4,000"
,-,"3,166",-,-,"3,166"
,"-
-","552
1,341","-
-","-
-","552
1,341"
,"-
-","3,360
3,316","-
-","-
-","3,360
3,316"
,-,"1,747",-,-,"1,747"
,-,597,-,-,597
,-,523,-,-,523
,-,707,-,-,707
,"39,713","19,309",-,-,"59,022"
