As at 31 December 2021,< 1 year,1 - 5 years,> 5 years,Open ended,Total
,KShs.’000,KShs.’000,KShs.'000,KShs.'000,KShs.'000
,-,-,-,"671,655","671,655"
Government securities,"684,084","1,065,387","23,510,021",-,"25,259,492"
,"1,048,650",-,-,-,"1,048,650"
,"1,732,734","1,065,387","23,510,021","671,655","26,979,797"
As at 31 December 2020,< 1 year,1 - 5 years,> 5 years,Open ended,Total
,KShs.’000,KShs.’000,KShs.'000,KShs.'000,KShs.'000
,-,-,-,"516,342","516,342"
Government securities,"489,024","1,974,846","19,548,755",-,"22,012,625"
,"1,247,857",-,-,-,"1,247,857"
,"1,736,881","1,974,846","19,548,755","516,342","23,776,824"
