Statement of financial position as at 1 January 2021 (continued),As Previously Reported,"Impact of correction of
errors",Restated
,KShs ‘000,KShs ‘000,KShs ‘000
Liabilities,,,
,"2,976,861",-,"2,976,861"
,"22,267,799",-,"22,267,799"
,"3,934,259",-,"3,934,259"
,"684,656","68,495","753,151"
Total liabilities,"29,863,575","68,495","29,932,070"
Capital employed,,,
,"720,000",-,"720,000"
,"1,323,581",-,"1,323,581"
,"(719,507)","(395,174)","(1,114,681)"
,"332,957","(154,921)","178,036"
Total capital and reserves,"1,657,031","(550,095)","1,106,936"
Statement of comprehensive income for the year ended 31 December 2020,As Previously Reported,"Impact of correction of
errors",Restated
,KShs ‘000,KShs ‘000,KShs ‘000
,"6,851,605",-,"6,851,605"
,"2,636,125",-,"2,636,125"
Total revenue,"9,487,730",-,"9,487,730"
,"(5,731,525)",-,"(5,731,525)"
,"(1,142,832)",-,"(1,142,832)"
,"(17,779)",-,"(17,779)"
,"(520,996)",-,"( 520,996)"
,"(2,031,315)","(571,980)","(2,603,295)"
"Total benefits, claims and other expenses","(9,444,447)","(571,980)","(10,016,427)"
Profit/(loss) before tax,"43,283","(571,980)","(528,697)"
Income tax expense,"(121,501)","21,885","( 99,616)"
Loss for the year after tax,"(78,218)","(550,095)","(628,313)"
Statement of cash flows for the year ended 31 December 2020,As Previously Reported,"Impact of correction of
errors",Restated
,KShs ‘000,KShs ‘000,KShs ‘000
,"51,128","(360,076)","(308,948)"
,"29,921","(360,076)","(330,155)"
,"1,261,415",-,"1,261,415"
,"(340,177)",-,"(340,177)"
,"951,159","(360,076)","591,083"
,"1,195,292",-,"1,195,292"
Cash and cash equivalents at end of year,"2,146,451","(360,076)","1,786,375"
