"(67,511)
34,703
10,221
(15,875)
-",Column,"(57,518)","(46,142)"
,,"-
(32,714)","(2,796)
(15,209)"
,,-,-
,,"(101,727)","(56,148)"
"(38,462)
(38,635)
(164,000)
104,126",,,
,,"(191,959)","(120,295)"
,,-,"(112,801)"
,,"166,856","316,739"
,,"(102,143)","(217,103)"
"(136,971)",,"(127,246)","(133,460)"
"54,976
(214,143)
78,734
(1,540)
26,682",,"(1,630)","(33,217)"
,,"(53,620)","(125,991)"
,,"23,845","82,191"
,,"(6,000)","(49,849)"
,,"(48,661)","(20,732)"
"(55,291)",,"(86,066)","(147,598)"
"(72,726)",,"(49,794)","(104,721)"
"(128,017)",,"(135,860)","(252,319)"
,"(922,796)","(137,837)","(634,911)"
,"(270,549)","(493,943)","(236,734)"
