Assets,Note,"External
credit rating","Internal
credit rating","12-month or
lifetime ECL",2024,2023
,,,,,KShs.’000,"KShs,’000"
,,,,,"30,489,173",
,,,,,"1,109,563",
,,,,,"74,646",
,,,,,"231,678",
,,,,,"204,469",
,,,,,"1,673,106",
,,,,,"33,782,635",
