Group:,Column,Column,Column,Column
31 December 2019,ECL Stage 1,ECL Stage 2,ECL Stage3,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"18,735,333",-,-,"18,735,333"
,"751,534",-,-,"751,534"
,"938,571",-,"1,310,860","2,249,431"
,"379,766",-,"87,605","467,371"
,"296,429",-,-,"296,429"
,"1,195,292",-,-,"1,195,292"
,"22,296,925",-,"1,398,465","23,695,391"
,-,-,-,-
,"82,624",-,-,"82,624"
,"113,415",-,-,"113,415"
,"196,039",-,-,"196,039"
