Column,2021,2020
"NAME
Dr. Richard Korir
Ms Felgona Omollo
Ms Dorcas Muli
Sarah Mbwaya
Total","Sitting
Fees allowance Total
K 000 0
328 455 783
336 490 826
361 532 893
84 105 189
1,109 1,582 2,691","Sitting
Fees allowance Total
K 00"
,,"437 318 755
336 280 616
336 280 616
- - -"
,,"1,109 878 1,987"
