Column,2022,2021
"NAME
M r.Richard Korir
Ms Felgona Omollo
Ms Dorcas Muli
Ms Sarah Mbwaya
Total","Sitting
Fees allowance Total
KShs’000 KShs’000 KShs’000","Sitting
Fees allowance Total
KShs’000 KShs’000 KShs’000"
,"- - -
336 455 791
437 500 937
336 455 791","328 455 783
336 490 826
361 532 893
84 105 189"
,"1,109 1,410 2,519","1,109 1,582 2,691"
