"89,357"
"2,874"
"74,248"
"3,327"
207
"170,013"
"2,115"
"13,647"
"5,533"
"1,270"
"3,095"
"25,660"
"195,673"
"5,824"
"49,223"
"9,630"
(142)
"(2,257)"
"(80,224)"
"(17,946)"
50
"(17,896)"
