"75,097","48,104",56%
"(74,099)","(53,113)",-40%
998,"(5,009)",120%
1.3,(10.4),
"(22,808)","(4,960)",-360%
114,107,-7%
"(21,696)","(9,861)",-120%
(7),(24),72%
"(21,703)","(9,885)",-120%
(28.9),(20.6),
14.7,7.8,
