2016,Column,2016
KShs’000,,KShs’000
"12,366,319",,-
"11,814,012",,-
"(1,782,711)",,-
,"10,728,926",
"10,031,301",,-
,"650,516
1,537,813
722,932
186,365
-",
"649,682",,-
"1,301,671",,"325,093"
"509,385",,"444,120"
"525,321",,-
-,,"262,000"
"2,986,059","3,097,626","1,031,213"
,"13,826,552",
"13,017,360",,"1,031,213"
,"(1,379,772)
-
-
-",
"(1,538,723)",,-
"(7,457,921)",,-
"(726,611)",,-
"1,715,059",,-
"(6,469,473)","(7,283,698)",-
,"(3,173,833)
-",
"(3,956,009)",,"(207,154)"
"(297,479)",,-
"(12,261,684)","(11,837,303)","(207,154)"
,"(650,000)
(163)",
"(650,000)",,"(650,000)"
"8,712",,-
,"1,339,086
(202,482)",
"114,388",,"174,059"
"73,797",,"120,714"
,"1,136,604",
"188,185",,"294,773"
