Column,Column,Column,Total
,,,KShs’000’
-,,"10,870,586",
,-,,"10,870,586"
,,,-
,,,-
,,,-
,,,-
,,,-
,,,"(1,081,317)"
,,,"(1,081,317)"
,,,-
,,,"40,290"
,,,"5,341,003"
,,,"2,927,647"
,,,"(3,163,029)"
,,,"5,105,621"
,,"14,935,180",
