"Total
2010
Sh’000
3,908,066
(358,300 )"
"3,549,766"
"64,044
234,386
93,560"
"391,990"
"3,941,756"
"(2,007,214 )
(302,088 )
(1,027,979 )"
"(3,337,281 )"
"604,475
-"
"604,475
(118,561 )"
"485,914"
"2,774
22,823
-"
"25,597"
"511,511"
