"Total
2010
Sh ‘000
1,595,094
(80,869)"
"1,514,225"
"637,015
78,668
4,815
119,716"
"840,214"
"52,144
507,607
1,069"
"560,820"
"144,009"
"257,200
70,000"
"327,200
23,944"
"233,256"
"303,256"
