1,1-500,"1,215","317,480",0.01
2,501-5000,"2,534","5,474,710",0.25
3,"5001-10,000","1,733","15,980,200",0.73
4,"10,001-100,000","2,621","92,185,260",4.23
5,"100,001-1,000,000",436,"120,553,430",5.53
6,"1,000,001-OVER",66,"1,945,104,360",89.24
,TOTAL,8605,"2,179,615,440",100.00
