Total
2016
KShs ‘000
"3,787,129"
"(736,886)"
"3,050,243"
"(1,202,786)"
"(210,176)"
"(59,972)"
"(447,665)"
"(1,920,599)"
"(283,280)"
"(1,110,229)"
"(7,126)"
"(1,400,635)"
"417,666"
"146,675"
"(30,265)"
"116,410"
"116,410"
