"Total
2009
Sh ‘000"
"1,221,620
(78,673 )"
"1,142,947"
"482,151
22,713
1,911
173,841"
"680,616"
"61,128
359,776
2,388"
"423,292"
"106,934"
"145,973
9,696"
"136,277"
"136,277"
