Column,2016,Column
NAME OF SHAREHOLDER,SHARES,%
,,4.70
,,0.78
,,0.59
,,0.53
,,0.38
,,0.34
,,0.25
,,0.23
,,0.21
,,0.20
,,8.21
,,100.00
