"2017
KShs’000
14,886,887
14,336,192
(2,241,195)",Column,"2017
KShs’000
-
-
-"
"12,094,997
1,023,407
1,543,581
704,373
233,904
-","10,031,301
649,682
1,301,671
509,385
525,321
-","-
-
287,253
491,246
-
262,000"
"3,505,265","2,986,059","1,040,499"
"15,600,262","13,017,360","1,040,499"
"(2,122,470)
(8,900,071)
(946,294)
1,989,897","(1,538,723)
(7,457,921)
(726,611)
1,715,059","-
-
-
-"
"(7,856,468)","(6,469,473)",-
"(4,264,736)
(187,478)","(3,956,009)
(297,479)","(117,026)
-"
"(14,431,152)","(12,261,684)","(117,026)"
"(650,000)
46","(650,000)
8,712","(650,000)
-"
"519,156
(40,683)","114,388
73,797","273,473
98,275"
"478,473","188,185","371,748"
"21,914
(51,308)
3,586
(99,595)","38,824
(9,706)
(2,262)
(256,413)","-
2,024
-
-"
"(125,403)","(229,557)","2,024"
"353,070","(41,372)","373,772"
0.18,0.07,0.14
