Kshs ’000
"3,641,153
168,901
(6,397)
(202,776)
(203,752)"
"3,397,129"
"(174,062)
(33,913)
(2,477)
(26,131)"
"(236,583)"
"3,160,546"
"30.6 .2010
Kshs ’000"
"3,167,009
(49,511)
(128,715)
(205,108)"
"2,783,675"
"(94,470)
(21,575)
(2,573)
(22,405)"
"(141,023)"
"2,642,652"
