Current,"Less than
1 year",1 - 2 years,2 - 5 years,Over 5 years,Total
Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000
-,"4,695,654","878,084","5,000,000","19,469,236","30,042,974"
"37,561","159,179",-,"4,200,291",-,"4,397,031"
-,"9,770,000",-,-,"4,372,201","14,142,201"
"614,868",-,-,-,-,"614,868"
-,"74,991",-,-,"210,128","285,119"
"652,429","14,699,824","878,084","9,200,291","24,051,565","49,482,193"
Current,"Less than 1
year","Between 1 and
2 years","Between 2 and
5 years",Over 5 years,Total
Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000
-,"3,715,761",-,"5,000,000","19,469,236","28,184,997"
-,-,-,"3,525,176",-,"3,525,176"
-,"6,045,554",-,-,-,"6,045,554"
"614,868",-,-,-,-,"614,868"
"614,868","9,761,315",-,"8,525,176","19,469,236","38,370,595"
