"9,773,831"
"3,490,100
1,766,262
235,229
282,304
2,466,353
2,756,458"
"10,996,706"
"20,770,537"
"13,544,510"
"1,714,110"
"1,212,380
393,622"
"1,606,002"
"3,700,296
-
193,787
11,832"
"3,905,915"
