"2005
Shs’000"
"34,677,779
(15,491,354)"
"19,186,425"
"12,890
75,639
22,200
49,930
325,023"
"485,682"
"813,853
(12,890)
386
2,058,289
11,991"
"1,611,744
38,754
19,713
26,989
100,822
114,960
145,307"
"2,058,289"
