Kshs'000,Kshs'000
"1,536,940","1,543,240"
"147,435",-
"(34,134)","(6,300)"
"1,650,241","1,536,940"
"1,160,149","1,108,801"
"74,693","54,090"
"(7,212)","(2,741)"
"1,227,630","1,160,150"
"422,611","376,790"
