"2,080,987"
"7,366,352"
"9,447,339"
"(1,349,509)"
"(561,134)"
"7,536,696"
"4,701,689"
"(6,344,893)"
"5,893,492"
"(127,987)"
"5,765,505"
"5,765,505"
—
"5,765,505"
