—,"11,542,107","23,690,862","15,722,170","3,793,888","54,749,027"
—,"5,369","5,658",—,—,"11,027"
—,"23,696,858",—,—,—,"23,696,858"
"504,714",—,—,—,—,"504,714"
"504,714","35,244,334","23,696,520","15,722,170","3,793,888","78,961,626"
