(a) Group,"2025
Kshs’000","2024
Kshs’000"
,"1,719,046",
,"39,001",
,"(291,328)",
,"3,008",
,"9,805",
,"1,479,532",
,"1,123,496",
,"142,818",
,"(219,328)",
,"6,834",
,"981,820",
,"497,712",
