"2025
Kshs’000","2024
Kshs’000"
"294,381",
"8,708,087",
"2,174,079",
"1,181,077",
"12,357,624",
"12,357,624",
"(884,142)",
"11,473,482",
"73,268",
—,
—,
—,
"73,268",
"73,268",
—,
"73,268",
