2016,2015
Kshs '000,Kshs '000
"21,920,678","14,142,200"
"873,588","614,868"
-,"4,898,623"
"5,175,156","4,397,031"
-,"424,950"
"27,969,422","24,477,672"
"(6,413,141)","560,386"
"33,776,783","40,678,287"
