latoT,"000‘
shsK","947,550,59","012,700,31",-,")357,47(",")810,732,2(","894,571,2","686,629,701","515,803,53","890,561,5",241,")721,719,1(","595,487","322,143,93","364,585,86"
"ni ssergorp
krow
latipaC","000‘
shsK","884,805,7","929,524,4",")302,569,2(",")313,57(",")390,93(","834,841","642,300,9",-,-,-,-,-,-,"642,300,9"
elbanruteR gnigakcap,"000‘
shsK","219,423,51","796,626,5","873,197",-,")970,163,1(","110,973","919,067,02","902,318,7","135,148,1",-,")284,712,1(","862,151","625,885,8","393,271,21"
"& tnempiuqe
tnalP","000‘
shsK","898,844,85","128,166,2","011,916,1",065,")376,638(","589,963,1","107,362,36","600,957,42","488,479,2",)226(,")435,996(","250,165","687,495,72","519,866,53"
dlohesaeL sgnidliub,"000‘
shsK","941,842,7","295,232","593,314",-,-,"563,572","105,961,8","103,591,1","243,321",467,-,"364,07","078,983,1","136,977,6"
dloheerF ytreporp,"000‘
shsK","203,525,6","171,06","023,141",-,)371(,"996,2","913,927,6","999,045,1","062,781",-,)111(,"218,1","140,867,1","872,169,4"
