AZIMIO,KUUNGA MKONO,KUPINGA,KUSUSIA
"1. Kupokea, kutathmini na iwapo itakubalika, kuidhinisha Taarifa za Kifedha Zilizokaguliwa
za mwaka uliokamilika mnamo 30 Juni 2021 pamoja na ripoti za Mwenyekiti,
Mkurugenzi na Mkaguzi wa hesabu zilizomo.",,,
"2. Kuwachagua tena wakurugenzi:
a. Bw Japheth Katto aliyetimiza miaka 70, na, kwa kuwa amehitimu, anajiwasilisha
kuomba kuchaguliwa tena.",,,
"b. Ory Okolloh aliyeteuliwa wakati wa mwaka huo wa kifedha kujaza nafasi
iliyokuwa imetokea kwenye Bodi. Anastaafu kuambatana na Kifungu 116 cha
Sheria za Kuundwa kwa Kampuni, na, kwa kuwa amehitimu, anajiwasilisha
kuomba kuchaguliwa tena.",,,
"c. Dayalan Nayager aliyeteuliwa wakati wa mwaka huo wa kifedha kujaza nafasi
iliyokuwa imetokea kwenye Bodi. Anastaafu kuambatana na Kifungu 116 cha
Sheria za Kuundwa kwa Kampuni, na, kwa kuwa amehitimu, anajiwasilisha
kuomba kuchaguliwa tena.",,,
"d. Martin Oduor-Otieno, anayestaafu kwa mzunguko kuambatana na Kifungu 117
cha Sheria za Kuundwa kwa Kampuni, na, kwa kuwa amehitimu, anajiwasilisha
kuomba kuchaguliwa tena.",,,
"e. John Ulanga anayestaafu kwa mzunguko kuambatana na Kifungu 117 cha
Sheria za Kuundwa kwa Kampuni, na, kwa kuwa amehitimu, anajiwasilisha
kuomba kuchaguliwa tena.",,,
"3. Kuwachagua Wakurugenzi wafuatao, ambao ni wanachama wa Kamati ya Ukaguzi wa
Hesabu & Usimamisi wa Hatari, wachaguliwe kuendelea kuhudumu kama wanachama
wa Kamati hiyo: -
John Ulanga; Japheth Katto; Jimmy Mugerwa; Leo Breen na Ory Okolloh.",,,
"4. Kupokea, kutathmini na iwapo itakubalika, kuidhinisha Ripoti ya Malipo ya Wakurugenzi
kwa mwaka uliomalizika 30 Juni 2021.",,,
"5. Kuwateua tena, PricewaterhouseCoopers (PwC) LLP kuhudumu kama Wakaguzi wa
Hesabu wa Kampuni kwa mujibu wa Kifungu 721(2) cha Sheria za Kampuni, 2015
na kuwapa idhini Wakurugenzi wa Bodi kuamua malipo yao kwa mwaka wa kifedha
unaofuata.",,,
"Shughuli maalum
Kubadilishwa kwa jina la Kampuni
Kujadili na iwapo itakubalika, kuidhinisha azimio lifuatalo kama Azimio Maalum, kama
ilivyopendekezwa na Wakurugenzi: -
“Kwamba jina la Kampuni liwe na limebadilishwa kutoka kuwa “East African Breweries
Limited” na kuwa “East African Breweries plc” kwa kufuata Kifungu 53 cha Sheria za Kampuni,
2015 na hili kutekelezwa kuanzia tarehe iliyoandikwa kwenye Cheti cha Kubadilishwa kwa
Jina kilichotolewa kuhusiana na hili na Msajili wa Kampuni”.",,,
