AZIMIO,KUUNGA MKONO,KUPINGA,KUSUSIA
"1. Kupokea, kutathmini na iwapo itakubalika, kuidhinisha Taarifa za Kifedha
Zilizokaguliwa za mwaka uliokamilika mnamo 30 Juni 2020 pamoja na ripoti za
Mwenyekiti, Mkurugenzi na Mkaguzi wa hesabu zilizomo kwenye ripoti hiyo.",,,
"2. Kuthibitisha mgawo wa faida wa muda wa Kshs 3/- kwa kila hisa, uliolipwa mnamo
17 Aprili 2020 kwa mwaka uliokamilika 30 Juni 2020, na kwamba hayo ndiyo malipo
yote ya faida kwa huu mwaka.",,,
"3. Kuwachagua tena wakurugenzi:
a. Kumchagua tena Bi. Carol Musyoka, anayestaafu kwa mzunguko kuambatana
na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa kuwa
anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"b. Kumchagua tena Bw. Jimmy Mugerwa anayestaafu kwa mzunguko
kuambatana na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa
kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"c. Kumchagua tena Bw. John O’Keeffe anayestaafu kwa mzunguko kuambatana
na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa kuwa
anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"d. Kumchagua tena Bw. Leo Breen aliyeteuliwa wakati wa mwaka huo wa kifedha
kujaza nafasi iliyokuwa imeachwa kwenye Bodi. Anastaafu kwa mzunguko
kuambatana na Kifungu 117 cha Sheria za Kuundwa kwa Kampuni, na, kwa
kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"e. Kumchagua tena Bi. Risper Ohaga aliyeteuliwa wakati wa mwaka huo
wa kifedha kujaza nafasi iliyokuwa imeachwa kwenye Bodi. Anastaafu
kwa mzunguko kuambatana na Kifungu 117 cha Sheria za Kuundwa kwa
Kampuni, na, kwa kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"4. Kuwachagua Wakurugenzi wafuatao, ambao ni wanachama wa Kamati ya Ukaguzi
wa Hesabu na Usimamisi wa Hatari, wachaguliwe kuendelea kuhudumu kama
wanachama wa Kamati hiyo: -
Bw. John Ulanga; Bw. Japheth Katto; Bw. Jimmy Mugerwa na Bw. Leo Breen.",,,
"5. Kuidhinisha Ripoti ya Malipo ya Wakurugenzi kwa mwaka uliomalizika 30 Juni 2020,
na kuidhinisha ada ya jumla ya Kshs 391,964,000/- kwa Wakurugenzi wasio-Watendaji
kwa mwaka uliomalizika 30 Juni 2020.",,,
"6. Kutambua kuwa wakaguzi wa hesabu, PricewaterhouseCoopers LLP (PwC)
wataendelea kuhudumu kwa mujibu wa Kifungu 721(2) cha Sheria za Kampuni ya
2015 na kuwapa idhini Wakurugenzi wa Bodi kuamua malipo yao kwa mwaka wa
kifedha unaofuata.",,,
"Shughuli maalum
Kujadili na iwapo itakubalika, kuidhinisha azimio lifuatalo kama Azimio Maalum, kama
ilivyopendekezwa na Wakurugenzi: -
Kwamba Vifungu vya Sheria za Kuundwa kwa Kampuni vifanyiwe marekebisho na kuongeza
Kifungu kipya 72A kuwawezesha watu kuhudhuria mkutano kwa njia za kielektroniki.
a. Maelezo ya Kifungu hicho yanapatikana katika Ilani na ajenda ya mkutano.",,,
