Ushikajihisa wa Wakurugenzi hadi tarehe 30 Juni 2006,Column
,Ushikajihisa wa Wakurugenzi hadi tarehe 30 Juni 2006
,"Jina Hisa
1 Jeremiah Kiereini 1,209,600
2 Gerald Mahinda 37,880*
3 Evanson Mwaniki 1,500
4 Babatunde Savage 12,000
5 William Kalema (Dr) 18,515
6. Richard Kemoli 35,400
Jumla 1,314,895"
