Note,"2022
Kshs '000","2021
Kshs '000","% Change
64%
102%
32%
6%
43%
77%
68%
2%
-
-
(7%)
33%
-
3645%
(46%)
(17%)
18%
2026%
(371%)
(14%)
156%
(126%)
(14%)
82%"
"15
5
14","35,330,088
184,528
(4,137,835)
(95,211)
(5,375,866)","21,523,733
91,242
(3,141,386)
(89,530)
(3,772,288)",
,"25,905,704","14,611,771",
,"(13,007,210)
(186,788)
-
21,739","(7,744,506)
(182,354)
(6,271,376)
-",
,"(13,172,259)","(14,198,236)",
"14
13
13","(642,942)
(2,879,245)
(2,269,910)
(76,022)
19,519,110
(22,925,667)
(123,298)","(482,774)
-
(60,610)
(140,396)
23,552,160
(19,398,508)
(5,799)",
,"(9,397,974)","3,464,073",
,"3,335,471","3,877,608",
,"4,421,021
310,479
3,335,471","1,729,297
(1,185,884)
3,877,608",
15,"8,066,971","4,421,021",
