Company,Column
,"2,594,955"
,"(3,210,164)"
,"4,442,498"
,"2,667"
,"30,120"
,"17,239"
,"37,517"
,"25,166"
,"(2,529,344)"
,"(146,049)"
,"1,318"
,-
,"1,265,923"
,"(754,019)"
,-
,"6,784,869"
,"7,296,773"
