Notes,"2025
Kshs’000","2024
Kshs’000"
,"128,790,557",
,"(74,713,068)",
,"54,077,489",
,"(11,633,930)",
,"(13,113,619)",
,"477,405",
,"(4,561,285)",
,"(75,283)",
,"25,170,777",
,"142,545",
,"(6,001,969)",
,"19,311,353",
,"(7,113,584)",
,"12,197,769",
,"9,465,826",
,"2,731,943",
,"12,197,769",
,11.97,
