Group,"30 June 2025
Kshs’000","30 June 2024
Kshs’000"
,"(3,846,890)",
,"102,517",
,"(3,744,373)",
,"(3,241,100)",
,"92,791",
,"(3,148,309)",
,"9,526,355",
,"(171,889)",
,"(423,598)",
,"8,930,868",
